City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,opuwo,-18.0607,13.84,21.26,34,68,3.9,NA,1731275063
362,rhede,51.8333,6.7,9.04,86,100,2.3,DE,1731275064
363,karbala,32.616,44.0249,22.05,35,24,3.02,IQ,1731275065
364,undurkhaan,47.3194,110.6556,-2.25,57,41,3.73,MN,1731275066
365,ravar,31.2656,56.8055,14.38,42,100,0.97,IR,1731275067
366,gamba,-2.65,10.0,24.81,90,64,1.62,GA,1731275069
367,port saint john's,-31.6229,29.5448,18.12,94,100,2.34,ZA,1731275070
368,sandnessjoen,66.0217,12.6316,5.06,93,75,0.0,NO,1731275071
369,karlskrona,56.1616,15.5866,6.25,76,80,3.7,SE,1731275072
370,itoman,26.1247,127.6694,26.01,89,75,4.12,JP,1731275073
371,nuku'alofa,-21.1333,-175.2,25.19,83,75,7.2,TO,1731275076
372,ciudad madero,22.2667,-97.8333,28.11,74,0,2.06,MX,1731275077
373,akureyri,65.6835,-18.0878,7.96,61,75,4.12,IS,1731275078
374,cam ranh,11.9214,109.1591,22.98,94,20,2.06,VN,1731275079
375,patacamaya,-17.2333,-67.9167,15.03,44,45,5.86,BO,1731275081
376,ocean shores,46.9737,-124.1563,12.2,92,100,4.63,US,1731275082
377,woolgoolga,-30.1106,153.2007,21.93,90,98,4.37,AU,1731275083
378,kismayo,-0.3582,42.5454,26.25,84,99,4.4,SO,1731275084
379,san andres,12.5847,-81.7006,29.01,79,20,3.6,CO,1731274833
380,camarinas,43.1311,-9.1817,16.07,96,96,3.53,ES,1731275088
381,umluj,25.0213,37.2685,25.84,64,27,5.17,SA,1731275089
382,bom jesus dos perdoes,-23.135,-46.4653,17.01,91,43,3.1,BR,1731275090
383,hagere maryam,5.6333,38.2333,14.33,89,43,1.69,ET,1731275091
384,east london,-33.0153,27.9116,16.83,91,100,1.71,ZA,1731275093
385,kampene,-3.6,26.6667,19.53,100,100,0.23,CD,1731275094
386,wanxian,30.8039,108.3897,18.35,75,100,1.04,CN,1731275095
387,vadso,70.0744,29.7487,4.09,87,75,3.6,NO,1731275096
388,trairi,-3.2778,-39.2689,25.59,80,75,5.41,BR,1731275097
389,prado,-17.3411,-39.2208,23.76,84,92,4.61,BR,1731275099
390,kristiansund,63.1115,7.732,6.18,93,0,3.09,NO,1731275100
391,kavaratti,10.5669,72.642,27.99,72,62,2.88,IN,1731275101
392,cidade velha,14.9167,-23.6167,26.26,69,20,6.17,CV,1731275102
393,coahuayana de hidalgo,18.7,-103.6583,29.94,64,32,2.98,MX,1731275103
394,konarka,19.9,86.1167,22.03,78,32,4.2,IN,1731275105
395,avanigadda,16.0215,80.9181,23.86,86,96,2.35,IN,1731275106
396,nueva gerona,21.8833,-82.8,27.23,67,100,2.51,CU,1731275107
397,fendou,46.65,124.8667,-2.14,37,100,3.31,CN,1731275108
398,xapuri,-10.6517,-68.5044,30.64,54,97,0.72,BR,1731275109
399,ripoll,42.2006,2.1903,9.88,91,16,0.45,ES,1731275111
400,huntsville,34.7304,-86.5861,20.21,83,100,4.92,US,1731275072
401,mwanza,-2.5167,32.9,23.3,68,96,4.71,TZ,1731275113
402,cabo san lucas,22.8909,-109.9124,26.17,69,20,2.06,MX,1731274552
403,drayton valley,53.2168,-114.9854,4.93,58,96,4.12,CA,1731274951
404,kiunga,-6.1219,141.2906,24.16,96,100,1.37,PG,1731275117
405,tamanrasset,22.785,5.5228,14.95,33,0,2.06,DZ,1731275093
406,asosa,10.0667,34.5333,16.73,85,4,2.5,ET,1731275119
407,mejit,10.2753,170.8646,28.04,78,7,9.41,MH,1731275120
408,caleta de carquin,-11.0925,-77.6267,20.3,76,46,4.37,PE,1731275121
409,antofagasta,-23.65,-70.4,18.6,83,11,2.78,CL,1731275123
410,sarkand,45.41,79.9186,3.5,44,5,2.88,KZ,1731275124
411,rawson,-43.3002,-65.1023,21.16,14,40,6.17,AR,1731275125
412,emerald,-23.5333,148.1667,25.19,70,87,6.71,AU,1731275126
413,an nuhud,12.7,28.4333,24.54,21,41,5.92,SD,1731275127
414,aasiaat,68.7098,-52.8699,-9.99,98,93,2.08,GL,1731275129
415,vorkuta,67.5,64.0,-16.31,99,81,3.74,RU,1731275130
416,plymouth,41.8334,-70.8328,13.71,67,0,4.12,US,1731275131
417,castillos,-34.1667,-53.8333,17.52,79,6,4.05,UY,1731275133
418,preobrazheniye,42.9019,133.9064,2.91,72,1,3.19,RU,1731275135
419,mukalla,14.5425,49.1242,25.72,68,6,2.32,YE,1731275136
420,siem reap,13.5,104.0,23.13,84,100,0.13,KH,1731275137
421,mata-utu,-13.2816,-176.1745,27.79,79,86,6.41,WF,1731275139
422,tayoltita,24.0833,-105.9333,31.5,33,0,2.9,MX,1731275143
423,cabedelo,-6.9811,-34.8339,26.37,73,100,4.25,BR,1731275144
424,mar del plata,-38.0023,-57.5575,18.01,94,100,2.57,AR,1731275096
425,zhuanghe,39.7008,122.9911,7.49,51,0,2.05,CN,1731275147
426,gebre guracha,9.8,38.4,11.42,65,46,1.75,ET,1731275148
427,tashtyp,52.7939,89.8983,-0.74,91,70,5.68,RU,1731275149
428,chickasha,35.0526,-97.9364,21.09,43,0,2.57,US,1731275150
429,petrovskaya,45.4314,37.955,6.03,75,73,3.98,RU,1731275152
430,peace river,56.2501,-117.286,2.17,69,20,1.54,CA,1731275153
431,kuta,-8.7233,115.1723,26.97,89,20,1.03,ID,1731275154
432,bac lieu,9.285,105.7244,25.26,88,18,3.36,VN,1731275155
433,aykhal,66.0,111.5,-15.12,97,100,2.94,RU,1731275156
434,manicore,-5.8092,-61.3003,27.7,74,82,0.32,BR,1731275158
435,thinadhoo,0.5333,72.9333,27.95,72,97,5.84,MV,1731275159
436,tandag,9.0783,126.1986,24.64,92,87,1.82,PH,1731275160
437,warrnambool,-38.3833,142.4833,12.74,72,4,2.73,AU,1731274941
438,mount isa,-20.7333,139.5,32.87,21,61,5.66,AU,1731275162
439,yelanskiy,56.8419,62.5014,-6.62,82,14,4.74,RU,1731275164
440,sarkikaraagac,38.0794,31.3664,7.83,69,100,1.38,TR,1731275165
441,nishinoomote,30.7333,131.0,22.94,83,100,10.14,JP,1731275166
442,banjarmasin,-3.3244,114.591,25.08,97,96,1.48,ID,1731275167
443,toliara,-23.35,43.6667,22.54,87,21,1.92,MG,1731275168
444,las palmas,28.4204,-14.0131,20.44,83,0,4.63,ES,1731275170
445,i-n-salah,27.1935,2.4607,24.01,28,100,3.68,DZ,1731275171
446,thurso,58.5927,-3.5259,7.14,80,5,9.99,GB,1731275172
447,tonder,54.9331,8.8667,8.86,92,97,3.51,DK,1731275173
448,amursk,50.2261,136.8994,-5.73,78,5,2.63,RU,1731275174
449,mandvi,22.8333,69.3667,26.88,54,0,4.85,IN,1731275175
450,vila franca do campo,37.7167,-25.4333,21.23,99,93,5.3,PT,1731275149
451,remire-montjoly,4.9167,-52.2667,25.02,94,40,1.54,GF,1731275178
452,el granada,37.5027,-122.4694,20.29,56,0,2.06,US,1731275179
453,letlhakane,-21.4167,25.5833,24.85,56,99,5.3,BW,1731275180
454,canete,-37.8,-73.4,12.77,71,32,3.14,CL,1731275181
455,ola,59.5833,151.2833,-9.78,69,100,9.16,RU,1731275183
456,idrinskoye,54.3708,92.1358,0.59,75,99,7.04,RU,1731275184
457,pemangkat,1.1667,108.9667,26.01,86,100,2.47,ID,1731275185
458,rengasdengklok,-6.1592,107.2981,26.98,81,100,1.88,ID,1731275186
459,inhambane,-23.865,35.3833,24.41,85,99,5.5,MZ,1731275187
460,cidreira,-30.1811,-50.2056,20.66,74,0,8.84,BR,1731275189
461,kapit,2.0167,112.9333,22.56,99,100,0.32,MY,1731275190
462,phaltan,17.9833,74.4333,20.44,51,0,2.12,IN,1731275191
463,mazatlan,23.2167,-106.4167,29.98,69,0,6.17,MX,1731274914
464,jinchang,38.4953,102.1739,4.27,56,78,0.08,CN,1731275195
465,el calafate,-50.3408,-72.2768,10.75,57,77,6.24,AR,1731275196
466,ciudad constitucion,25.0369,-111.6644,29.57,15,12,3.42,MX,1731275200
467,kasongo-lunda,-6.4667,16.8167,20.47,98,98,0.62,CD,1731275201
468,puerto san jose,13.9256,-90.8244,28.52,74,88,2.82,GT,1731275202
469,ponta delgada,37.7333,-25.6667,21.4,73,75,5.66,PT,1731275203
470,maragogi,-9.0122,-35.2225,25.01,78,17,5.86,BR,1731275205
471,nikolayevsk-on-amure,53.1406,140.73,-3.63,80,99,7.35,RU,1731275206
472,necochea,-38.5473,-58.7368,12.42,89,100,5.21,AR,1731275207
473,aksuat,48.7167,83.7,-0.31,100,100,6.55,KZ,1731275208
474,camana,-16.6228,-72.7111,19.46,79,38,2.39,PE,1731275209
475,banepa,27.6298,85.5214,14.18,88,20,1.54,NP,1731275211
476,odienne,9.51,-7.5692,23.72,50,9,0.99,CI,1731275212
477,clarkston heights-vineland,46.3874,-117.083,11.56,86,100,0.0,US,1731274993
478,talcahuano,-36.7167,-73.1167,15.82,59,40,5.14,CL,1731275214
479,kambove,-10.8764,26.5969,17.67,95,96,1.01,CD,1731275216
480,san luis de la loma,17.2706,-100.8939,28.87,74,52,2.95,MX,1731275217
481,santa cruz de el seibo,18.7656,-69.0389,24.01,94,100,5.39,DO,1731275218
482,vilyuysk,63.7553,121.6247,-12.46,96,100,2.15,RU,1731275219
483,loch garman,52.3342,-6.4575,8.8,87,84,3.4,IE,1731275220
484,khash,28.2211,61.2158,13.84,36,23,1.88,IR,1731275222
485,sabang,5.8933,95.3214,27.93,77,100,2.8,ID,1731275223
486,namsos,64.4662,11.4957,-0.05,100,100,0.0,NO,1731275224
487,kasongo,-4.45,26.6667,19.21,99,100,0.86,CD,1731275225
488,wailuku,20.8911,-156.5047,28.97,60,20,9.26,US,1731275227
489,nienburg,52.6333,9.2167,7.9,91,99,2.16,DE,1731275228
490,rajgarh,28.6333,75.3833,23.65,38,0,2.87,IN,1731275229
491,arcos,-20.2819,-45.5394,24.59,63,60,2.66,BR,1731275230
492,barah,13.7,30.3667,26.78,23,29,6.58,SD,1731275231
493,brejo santo,-7.4933,-38.9872,32.64,28,99,2.67,BR,1731275233
494,tinaquillo,9.9186,-68.3047,22.98,94,96,0.37,VE,1731275234
495,genhe,50.7833,121.5167,-8.24,83,100,1.09,CN,1731275235
496,chegdomyn,51.1167,133.0167,-10.25,88,33,1.82,RU,1731275236
497,selfoss,63.9331,-20.9971,5.58,80,67,8.05,IS,1731275238
498,garachico,28.7781,-17.7646,24.71,60,0,3.6,ES,1731275239
499,santa quiteria,-4.3319,-40.1567,30.12,43,61,5.5,BR,1731275240
500,ylitornio,66.3089,23.6773,-0.03,97,55,2.19,FI,1731275241
501,cannonvale,-20.2833,148.7,26.66,63,99,4.22,AU,1731275243
502,coquimbo,-29.9533,-71.3436,18.32,63,0,6.17,CL,1731275121
503,dzhetygara,52.1908,61.2006,-4.58,90,95,3.89,KZ,1731275245
504,toyooka,35.5333,134.8333,14.41,85,92,1.32,JP,1731275246
505,snagov,44.7,26.1833,4.94,87,100,8.75,RO,1731275247
506,weno,7.4515,151.8468,27.97,83,40,1.54,FM,1731275249
507,balkanabat,39.5108,54.3671,11.71,54,8,0.36,TM,1731275250
508,walvis bay,-22.9575,14.5053,14.58,78,5,3.08,NA,1731275251
509,ulladulla,-35.35,150.4667,17.14,71,100,0.8,AU,1731275252
510,buala,-8.145,159.5921,28.8,71,80,1.56,SB,1731275254
511,freetown,8.484,-13.2299,28.84,74,40,2.57,SL,1731275255
512,okhotsk,59.3833,143.3,-10.79,73,100,7.21,RU,1731275256
513,amungan,15.3652,119.9582,25.92,90,100,2.23,PH,1731275257
514,chernomorskoye,45.5039,32.6997,8.15,80,97,7.16,UA,1731275259
515,solnechnyy,50.7214,136.6319,-3.88,47,11,5.66,RU,1731275260
516,federacion,-31.0062,-57.8996,24.66,48,0,2.95,AR,1731275261
517,kota kinabalu,5.9749,116.0724,23.99,94,20,2.24,MY,1731275262
518,inarajan village,13.2736,144.7484,28.22,88,100,7.47,GU,1731275263
519,lijiang,26.8688,100.2207,5.07,91,0,1.83,CN,1731275265
520,yulinshi,38.2906,109.7494,9.3,78,94,0.73,CN,1731275266
521,betio village,1.358,172.9211,31.02,73,78,7.9,KI,1731275267
522,puerto aysen,-45.4,-72.7,6.88,100,100,1.93,CL,1731275268
523,conduaga,8.862,117.4893,25.76,88,87,1.56,PH,1731275270
524,faratsiho,-19.4,46.95,15.1,88,55,1.66,MG,1731275271
525,northam,51.0333,-4.2167,13.67,95,86,1.2,GB,1731275272
526,baoqing,46.3317,132.2111,-3.01,69,0,2.15,CN,1731275273
527,san salvador de jujuy,-24.1946,-65.2971,26.74,69,88,1.36,AR,1731275275
528,sultanah,24.4926,39.5857,28.25,23,0,1.54,SA,1731275276
529,bozeman,45.6796,-111.0386,10.11,55,100,2.06,US,1731275040
530,kulhudhuffushi,6.6221,73.07,27.87,69,0,1.9,MV,1731275278
531,yeniseysk,58.4497,92.1703,-1.16,91,100,4.6,RU,1731275279
532,amuntai,-2.4177,115.2494,23.1,99,95,0.94,ID,1731275281
533,iranshahr,27.2025,60.6848,21.19,26,0,2.06,IR,1731275282
534,kone,-21.0595,164.8658,29.0,43,17,1.83,NC,1731275283
535,margate,51.3813,1.3862,10.39,86,95,4.6,GB,1731275120
536,sharkan,57.2989,53.8712,-3.95,88,26,5.3,RU,1731275286
537,sergeyevka,53.88,67.4158,-10.1,96,56,2.79,KZ,1731275287
538,boyolangu,-8.1181,111.8935,24.34,93,77,0.71,ID,1731275288
539,boa vista,2.8197,-60.6733,34.99,34,20,3.09,BR,1731275291
540,wangen,47.6833,9.8333,6.31,92,5,1.04,DE,1731275292
541,urangan,-25.3,152.9,24.68,79,99,5.8,AU,1731275293
542,kousa,25.9141,32.7636,19.05,41,0,2.6,EG,1731275294
543,port hedland,-20.3167,118.5667,27.03,78,21,4.12,AU,1731275295
544,rondonopolis,-16.4708,-54.6356,29.09,57,100,1.66,BR,1731275297
545,anchorage,61.2181,-149.9003,1.78,75,0,2.57,US,1731275121
546,guerrero negro,27.9769,-114.0611,23.8,33,97,5.07,MX,1731275299
547,acapulco de juarez,16.8634,-99.8901,29.9,79,40,3.09,MX,1731275300
548,cambria,35.5641,-121.0808,16.14,73,55,1.79,US,1731275302
549,namtsy,62.7161,129.6658,-18.16,99,99,0.41,RU,1731275303
550,manta,-0.95,-80.7333,26.88,65,40,6.22,EC,1731275035
551,gurupi,-11.7292,-49.0686,25.53,72,58,2.09,BR,1731275057
552,jalostotitlan,21.2,-102.4667,29.15,21,4,1.79,MX,1731275306
553,saint-philippe,-21.3585,55.7679,23.99,89,37,5.11,RE,1731275308
554,kilindoni,-7.9139,39.6668,26.42,76,1,4.78,TZ,1731275309
555,taltal,-25.4,-70.4833,19.1,73,66,1.68,CL,1731275169
556,campanha,-21.8361,-45.4006,22.31,62,63,1.11,BR,1731275313
557,puerto yuca,2.9383,-73.2083,25.92,79,99,0.08,CO,1731275314
558,malango,-2.9627,119.9001,18.48,97,40,1.1,ID,1731275315
559,armacao de buzios,-22.7469,-41.8817,23.03,75,80,2.66,BR,1731275316
560,broken hill,-31.95,141.4333,22.37,38,100,3.99,AU,1731275318
561,luwuk,-0.9516,122.7875,23.35,85,34,1.09,ID,1731275319
562,newman,37.3138,-121.0208,21.13,35,25,0.89,US,1731275265
563,zaragoza,41.6561,-0.8773,14.25,67,0,7.2,ES,1731275321
564,aral,40.5156,81.2636,7.18,55,1,3.26,CN,1731275323
565,midvagur,62.0511,-7.1939,9.46,81,75,14.92,FO,1731275324
566,mizdah,31.4451,12.9801,18.1,42,98,2.01,LY,1731275325
567,carbonear,47.7332,-53.2148,2.86,63,5,9.07,CA,1731275326
568,griffith,41.5284,-87.4237,15.29,60,100,13.89,US,1731275327
